MolLogP,NumRings,FractionCSP3,HeavyAtomCount,NumAromaticRings,NumAliphaticRings,NumHeterocycles,MolWt_log_target_ratio,MolLogP_log_target_ratio,TPSA_log_target_ratio,NumHBD_log_target_ratio,NumHBA_log_target_ratio,NumRotatableBonds_log_target_ratio,NumRings_log_target_ratio,FractionCSP3_log_target_ratio,HeavyAtomCount_log_target_ratio,NumAromaticRings_log_target_ratio,NumAliphaticRings_log_target_ratio,NumHeterocycles_log_target_ratio,fp_pca_0,fp_pca_1,fp_pca_2,fp_pca_3,fp_pca_4,fp_pca_5,fp_pca_6,fp_pca_7,fp_pca_8,fp_pca_9,fp_pca_10,fp_pca_11,fp_pca_12,fp_pca_13,fp_pca_14,fp_pca_15,fp_pca_16,fp_pca_17,fp_pca_18,fp_pca_19,fp_pca_20,fp_pca_21,fp_pca_22,fp_pca_23,fp_pca_24,fp_pca_25,fp_pca_26,fp_pca_27,fp_pca_28,fp_pca_29,fp_pca_30,fp_pca_31,fp_pca_32,fp_pca_33,fp_pca_34,fp_pca_35,fp_pca_36,fp_pca_37,fp_pca_38,fp_pca_39,fp_pca_40,fp_pca_41,fp_pca_42,fp_pca_43,fp_pca_44,fp_pca_45,fp_pca_46,fp_pca_47,fp_pca_48,fp_pca_49,fp_pca_50,fp_pca_51,fp_pca_52,fp_pca_53,fp_pca_54,fp_pca_55,fp_pca_56,fp_pca_57,fp_pca_58,Inhibition
-0.26504310783385077,-1.0693744852590068,0.7630253922075368,-1.6210372960505528,-1.1900556105615054,0.11111874012845596,-1.3926138280816602,-0.0988634285234627,-0.25636552207139857,-0.32932970045273113,-0.18371197565212002,-0.326434834870525,-0.2880171798276276,-0.28447290772447736,-0.2429912610017576,-0.2690799370580453,-0.28125030460330147,-0.18034688479218275,-0.29936661363110745,-0.3046479301942211,-0.31650988242072686,-0.6747710163717383,-0.05892131037971299,0.5729033066352676,-0.6449109317227812,0.05051578016882083,-0.008220224394210787,0.12559053658201036,-0.6416996921119742,-0.42085935686392095,0.041908196138677786,-0.26695614520068867,-0.1475347110458479,-0.11023991533371842,0.3871281471412491,0.01834274468291517,-0.26661270190025504,-0.03583398119929643,-0.017505267576229007,0.14410060535468366,0.29706908087205525,-0.316368606196581,-0.3255219180704419,-0.014222954892013556,-0.03586809820363406,0.47899800373089,-0.34758957052923545,0.19496621228374245,-0.3912934221566414,0.3367429426796338,-0.05755925735009884,-0.09684116914146358,0.012611734206232128,0.2386481315072632,-0.028637334832888342,0.09270130330872683,-0.0904336579668269,-0.08968849653247746,0.009364049627725544,-0.015908068110578207,0.02779917875697289,0.0112726897047844,-0.03381888064894381,-0.045873742288996266,-0.07433399995175466,-0.08106099774597203,-0.06255321381932308,0.18829926059851293,-0.12207582972075147,0.04810625552222977,-0.03753908002463517,0.07395751679692933,0.49666839501602145,-0.18742062066935508,0.2496993362407263,0.5297006608538174,-0.0458744769893686,-0.033119229008917825,12.5
0.023285779714628894,-0.17946433193208094,-0.727903506503659,-2.015388047810463,-0.2856779065136344,0.11111874012845596,-1.8675547582916967,0.18503169525789046,-0.15627535399471976,-0.16395196948311072,-0.24075843454464588,-0.2569531540404697,-0.33539444809083063,-0.17023119519054314,-0.2427253654488599,-0.07959376951248952,-0.18756380103714243,-0.1262747687255777,-0.22514803154197735,-0.23943961471543573,-0.3554898535082557,-0.7333943657957518,0.09089964662832689,0.9083432428201947,-0.517134886985174,0.7198932450949822,0.12076944852628389,0.16817959883865052,-0.1425647878289525,-0.1912690181043465,-0.014593960316780882,-0.1462207779000693,-0.21097123599603576,-0.11707487042575218,0.25024579554632054,0.0479658414753427,-0.19201302530207132,-0.023282384709866155,0.05041296565106889,0.061259165919148886,0.1641439730028264,-0.19677522884006954,-0.1498230914093292,-0.09416621925971441,-0.21017023333890364,-0.09446790360571614,-0.023221385414887434,-0.059170230180393066,0.06470063777760417,-0.21365225536468369,-0.05982087071988766,-0.07956828007876483,0.00841759645182917,-0.03351362558537058,-0.12744530622136677,0.027167659412865235,-0.04580147011097488,-0.004483872258851204,0.02840370496016431,-0.02468809531888997,0.00926979578358211,-0.031175797144545516,-6.118307461719028e-05,-0.011629926256948628,-0.0668470671583381,0.014994610224940263,-0.01342709044772675,0.05366508654385862,-0.034802213172212645,-0.013190913273880243,-0.06286179050929827,0.008695980785490949,0.02600483191341105,-0.010839643329011599,-0.0076874963356066955,-0.06493552426593285,-0.026196105771588818,0.0009603191504249115,4.45
-0.45417202442513643,-1.0693744852590068,0.12405586418845296,-1.0295111684106875,-1.1900556105615054,0.11111874012845596,0.5071498927584862,0.199909140070956,-0.19600233162686917,0.1977587962165846,-0.1696414209025029,-0.12404121102056935,-0.18342371755137943,-0.22447420586895153,-0.23264619318915822,-0.029132727219450618,-0.24683870729991744,-0.1338786316896111,-0.08457943521326775,-0.19534731463679367,-0.6309482195522699,-0.3309947262703091,0.48653290883553096,0.6607776599641786,0.5480255824850448,0.30679760144899926,0.9153891722510872,-0.2738676873217494,-0.19002079987377857,-0.2131943529610531,-0.16915622099647848,0.6226977648130805,-0.09712857965944299,1.2859568883250334,-0.11085399384876031,0.27736259094253085,0.1893598207084609,0.02993030246760503,0.12866643708384123,0.06116134345267335,-0.039032674063648,-0.2607120113362322,0.08633500786342324,0.25763242962447985,-0.1548394527023011,0.21829966028859277,0.13410777750660088,-0.09400795060109195,0.11920882908328799,-0.24100413236266985,0.11052138363490807,0.06121159893034854,-0.07892812496329762,-0.019176254694516122,-0.03207097198945735,-0.008961798543775695,0.07030941556786136,-0.006524692676078359,0.02151795763207326,0.02069664725409208,-0.004698190428282494,0.001671657788949496,0.005817631974798346,0.015470024419495534,-0.039250661987951276,-0.022102809626266644,0.04263965259626962,0.014670001753192226,-0.010055969480113766,-0.045534648281468616,-0.03394296784516666,-0.09377689311622342,0.017859465563704244,-0.003166033883755349,-0.006072886712657067,-0.03797284204669449,-0.04703368428118415,0.004803018725784177,4.92
1.1392319662985055,1.6003559747217706,-0.6427075694344477,1.7309440939086842,1.5230775015821076,0.11111874012845596,0.5071498927584862,-0.5421541024202703,-0.29465718904388016,-0.5001555933003045,-0.23015477483462904,-0.34359621451726313,-0.3096722866307091,-0.30964062547867655,-0.2547363224678805,-0.4099895516779195,-0.288423177258334,-0.20746752007627753,-0.35294259506633374,0.20962255905829974,-0.2885700910262793,0.15498981353011765,0.3192276094684107,0.8101566478511704,-0.6574890547767553,0.22627860225309418,0.4653957450283933,1.0419241222384064,0.07528260691582127,-0.029432675681411335,-0.1969586122743292,0.05474485258942419,-0.07813204218991518,0.6885255951447515,-0.12366911967018053,-0.4564844541224887,-0.11954616080440825,0.1750747097273106,0.3250093215339046,0.20382810749603814,-0.34431477117698467,-0.07005417175351245,-0.20656773547465404,-0.5006602528096438,0.48423600399838845,-0.3393483917444218,0.46513358673921834,-0.1731539261001962,-0.05983845844951238,0.1476721432455739,0.7010795067710419,0.5676966983289884,-0.11052161120379285,0.20646872416684528,-0.1617838335718464,-0.29329447914723933,-0.3547100202716839,0.04937932058202111,0.049745000920636606,-0.24416893293929912,-0.014261782016437807,0.023978756791520568,-0.2501737526429149,0.050432145099494015,0.008915702072342789,0.22863531259760586,-0.04699333726082756,-0.0078043811033144395,-0.002296893567813204,0.030934820355598518,-0.07628798632934494,0.10227120327933692,-0.24670764274907028,0.19447507854222862,-0.13712222175390745,0.34427745142992167,-0.045154649176310374,-0.5221120891078224,71.5
0.6429468491949013,-1.0693744852590068,-0.017937364260232486,-0.43798504077082206,-0.2856779065136344,-0.8617489794337028,0.03220896254844963,-0.17290564726450885,-0.25495224119835275,-0.24403998851177147,-0.220309022388693,-0.311067988682288,-0.27229106401581205,-0.29839159167286783,-0.24981686772670986,-0.2800834161173786,-0.2727295389260643,-0.2134397735294098,-0.28491761280079914,-0.5480113694425648,-0.1043103455386244,-0.1639502977875852,0.7038138657779824,-0.8294246366797775,-0.24528718045173709,0.1580868039533326,-0.5608841823278289,0.057405997104535644,0.005514034919219993,-0.21809062858043823,0.06351943922720786,-0.19093631814737036,-0.16629083864054237,-0.11878898964480339,0.04715636795721563,-0.05040709551246362,-0.09764559259020683,-0.010542734670784232,0.043130613582616224,0.19484119596001437,-0.028163255094361177,-0.11703007903942415,-0.0794155681353549,-0.16928867830859534,-0.12821667754688693,0.10254356194703751,-0.0633280260207515,0.10009252023623685,0.006091891656672274,-0.04336424143278411,-0.06566852140790963,-0.048933314302847426,0.017988678261620206,0.02860476268856161,-0.07149451402258802,-0.005446211043719933,0.06224506944658463,-0.21266444761690784,0.01558454808797377,0.113761399448298,0.3259979385145688,0.8922659877959497,-0.13931439114875502,0.022248869573251784,0.037484872815349256,0.08335221714295657,-0.25535970934725777,-0.01595531780075963,0.054201810718917554,0.035122643810294146,-0.11367115702805226,0.1066682057963518,0.4758617874226514,-0.2675455809235085,0.30232089494414094,0.534661662886522,-0.07897456016883361,0.032495431717273225,18.3
-0.4692196116803259,-0.17946433193208094,0.6252084351838129,-0.43798504077082206,-1.1900556105615054,1.0839864596906146,-0.9176728978716235,0.6867626284110308,0.0009802760294398488,0.5040576981131025,-0.018862491054739413,0.12337938582922849,0.04992264834424886,0.04517529883613073,-0.15468874038349675,0.3889287695220553,-0.12192311879338134,0.1911786740459092,0.11059928115708374,0.9914950638045475,1.3462989154750131,0.025090384622055262,0.5632039680382115,0.12458881378749176,0.40489004535028583,0.4099055114290977,0.042674209914693575,-0.3110335656616261,0.32954498968086776,-0.010598775528522258,0.0532038476807561,0.12315617525596184,-0.1949108263491606,-0.04975492502799414,-0.013680085765776534,-0.1211706633960827,-0.372530206819517,-0.0365450618155613,0.1846505239021769,0.06528550657574501,-0.23172228414861662,-0.013776838349544004,0.09413824289860212,-0.1377531091797833,0.015384731692475735,0.04105344450980242,-0.007882183693162272,-0.3335979508619079,-0.09008582131082232,-0.19930164716843932,-0.1259815878277663,0.041730647067939095,0.04108532586545617,-0.1007291585596723,-0.049544289441323955,-0.05314098541837965,-0.020231976795628315,-0.03568798796698341,0.04212661890061013,-0.02855770343671514,-0.01838609724351718,0.048516742714457994,0.04040203677216042,0.04603286699510275,0.005709688338953141,-0.03322380337488683,-0.04134640049660146,0.009239362686298672,0.028192293809712395,0.010898019852937028,-0.0011309114731130575,-0.04922493097098577,0.026486566561599933,-0.016934531652816907,-0.0387685616944689,-0.0121223104483472,-0.044428756774666116,-0.01375842046605322,1.28
-1.495593430527152,-1.9592846385859326,0.7630253922075368,-0.24080966489086691,-1.1900556105615054,-0.8617489794337028,1.931972683388596,0.11416446954816037,-0.2845301225162018,0.08098450686981513,-0.24075843454464588,-0.17987484101542464,-0.09852287338290046,-0.2947748570648094,-0.23650775116641992,-0.10623517400966478,-0.26903091682547264,-0.2134397735294098,-0.11995657639350936,-0.6860973287022571,-0.20944471613388782,-0.6333812430328963,0.2711015825816692,-0.5970802815805243,-0.44328858977936914,-0.22693145331220063,-0.24315256402495666,0.5505068165832946,0.2434111938936867,0.026367051515754913,0.17945494708552978,0.20613319872654826,-0.1571043804082354,0.6749939762556806,-0.06419950889215513,-0.3179159725027996,0.13316800369883935,0.05122540272903822,0.21269659753496045,0.13722960717272226,-0.2842192893524649,0.05790457773734865,-0.11187657284054381,-0.013357277694447153,-0.19892514483941684,0.04321434502363712,-0.05544628612391541,0.042949581292700226,-0.05170577114647629,-0.12259880985136944,-0.08716961763189915,-0.28159984966521834,0.695114862104462,-0.018127970464476506,0.09660591115577914,-0.16038101229414214,-0.08132045152608122,0.10309766523518371,0.09933846859810055,-0.018715275535510577,-0.10338783067969005,-0.04744545928543469,0.05361500451153711,-0.03423151685653411,-0.10298424476300297,-0.16549121795580393,-0.039432597557469404,-0.056588275562044855,-0.09712274528557542,0.01633007742233578,0.02758971040393376,-0.07891689772810392,0.06216719924159381,0.04514266639233622,0.08981453461667784,-0.0645446685889354,0.046074458848469384,-0.027659160697206427,8.18
-1.2865674672809009,-0.17946433193208094,1.8279746055726767,-1.0295111684106875,-1.1900556105615054,1.0839864596906146,0.5071498927584862,-0.16099990454497412,-0.2888344689813516,-0.08101746312393389,-0.24075843454464588,-0.22494774243855525,-0.27002186021381014,-0.2669191175445203,-0.2383446708387369,-0.24766739990352135,-0.2825036101494622,-0.15277663427357313,-0.23811501775546431,1.4929825687260712,-0.10505038562061342,-0.5812569233666474,-0.00690267094919661,-0.030433161220342342,-0.06389007793624002,0.36957317728544525,0.1644199291991345,-0.025889748821350977,0.4130908535615564,0.2568210786627127,-0.10248399209647703,0.2581040363449455,0.17231117913155758,-0.2731878326089542,-0.4444336701444782,0.01780043586715315,-0.08724426732351331,-0.1131485151839893,0.8153293624207433,0.0028248018782436046,-0.2932215036444833,0.4863704582992759,0.006049991635978757,0.15532758058719687,0.2339193543929869,0.26898626419716776,0.19376359097631604,0.3594475315219054,-0.008675905455581875,-0.3672147629732718,0.9051002783787826,-0.09355192787367866,-0.27770148206768863,0.19097357741327978,0.12474426249113225,-0.04305405202698451,-0.07035109111001543,0.056829847345877926,-0.010606589306188643,-0.11329327490574954,-0.02669883386579573,-0.04606701675435469,-0.004336313026260561,-0.04628232301171694,0.04327382282507245,0.22803823948179758,-0.14442126522924761,-0.13240651756218894,-0.13451691952064318,-0.21868417068043314,-0.11821923503114731,0.006391107135264456,-0.00456494936776745,-0.06399029263055622,0.03822889741671734,-0.049057628776467105,0.0709613451717587,-0.031582130383297345,13.2
1.1771718545438166,-0.17946433193208094,0.6611606848421757,1.7309440939086842,-0.2856779065136344,0.11111874012845596,1.4570317531785595,-0.5030637977113855,-0.2925540005289995,-0.45241436357196896,-0.2290926441774863,-0.34078038273392625,-0.3163029117350435,-0.31661702815537235,-0.2532696561415591,-0.3999733679990888,-0.2960921709657373,-0.20686479318940315,-0.34131175600854036,0.8380845598500003,-0.3095602757058331,-0.05040074229532576,-0.1503707356491491,0.6897994803570073,0.42264645946170565,-0.823198828985644,-0.27734198160500784,0.1530728728147449,-0.1346796600599714,0.031512779534473234,0.03249714770969102,-0.19799189961035987,-0.2045548651719248,-0.09548337104677573,-0.22693729691524772,0.03890744017721522,-0.12740599487140378,-0.07108073367319448,0.058829651013077765,0.20155168227268722,-0.34570674557156,0.0863159726617697,-0.12688426225780433,-0.170180989153276,-0.261618625256569,0.026311176479082876,0.033933496830644096,-0.2615735759535529,-0.04961159316678464,0.03449969825404889,-0.01734099714562652,0.7524828330552136,-0.003107368574889399,0.00014789290736871158,-0.04262094934731228,-0.23122820799285476,-0.42875054074911356,0.009283398805403208,0.004930837908091026,-0.0572102314929607,-0.03582422444097157,0.00577285873866866,-0.22309073845338384,0.05456188122237834,0.01856269766397909,-0.061048825092431806,0.059990448292958576,0.07796023556840448,0.022668102751189995,-0.06800309488375444,0.002146338967454354,-0.10658571057483246,-0.035271988214984035,-0.07456690068195554,0.029205846750686014,-0.04631498986578743,-0.02677372922308839,0.00010555603320056874,64.9
-1.07132278551023,-1.0693744852590068,0.7630253922075368,-0.24080966489086691,-1.1900556105615054,0.11111874012845596,1.931972683388596,-0.5242529638565684,-0.30560334702285086,-0.4323932879482338,-0.24075843454464588,-0.33437574250570223,-0.3179786311839897,-0.3192597129534693,-0.252637636147852,-0.4169229360581337,-0.29985991372549853,-0.20547666935888576,-0.3276728630908241,0.2525126248136841,-0.2680459571814021,0.3328264806904083,-0.6258256602084442,-0.7624512596643507,0.5478494841026309,0.08521716403917315,1.0830508143181,-0.04636758553911979,-0.517322367042019,-0.021214053211725092,0.3691664565754399,0.3182391105286233,-0.1789542445413422,0.10512136218072213,0.08023272551220274,0.364620776745845,-0.025015846239539827,-0.25734094355444637,-0.026732740581070565,0.018595898010346196,0.027775540678258347,-0.07967226863162703,-0.0384594340844277,0.07559619795699182,-0.30211482906545917,0.25701608410352955,0.7055567725759336,-0.3335125683152338,-0.1804727899677018,-0.04585186576716435,0.03915892667094463,0.053225542908100845,0.048105113929217916,-0.04496931811135013,0.03509747717750321,-0.011424671157278545,-0.004707825512286538,0.03545248774754095,0.017968640900014606,-0.0692765755023808,0.05922194723590665,-0.044998914811128166,-0.07908240234589325,0.05650418196458539,-0.03357717231131922,-0.026435331487989454,-0.008919972049732564,0.06851047546606023,-0.0013265176850852552,-0.024810256754047307,-0.06569383942438556,-0.03788466035155843,0.007774660552157112,-0.0529939101761868,0.010750168060011911,-0.05855027699753319,-0.004483150738335261,-0.037729004443999785,53.5
