model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_ALL_L3,-5.151525869048678,smape,1052.0701222419739,7906.270809650421,0.0,5.177894353866577,3,True,41
WeightedEnsemble_L3,-5.151525869048678,smape,1052.0781798362732,7903.7009472846985,0.008057594299316406,2.608031988143921,3,True,42
LightGBMLarge_BAG_L2,-5.320286181859006,smape,833.4909193515778,7095.059568405151,133.15894222259521,167.72319841384888,2,True,29
XGBoost_r33_BAG_L2,-5.323387297180242,smape,787.1977043151855,7361.888235569,86.865727186203,434.55186557769775,2,True,37
ExtraTrees_r42_BAG_L2,-5.4001608634850795,smape,710.5280151367188,6954.367279052734,10.196038007736206,27.030909061431885,2,True,38
ExtraTreesMSE_BAG_L2,-5.425824321736699,smape,710.13551902771,6961.413425922394,9.803541898727417,34.07705593109131,2,True,25
RandomForestMSE_BAG_L2,-5.456597579577852,smape,711.4152863025665,7151.684592485428,11.083309173583984,224.34822249412537,2,True,23
LightGBMXT_BAG_L2,-5.563690295237345,smape,810.7661056518555,7047.438719749451,110.43412852287292,120.1023497581482,2,True,21
LightGBM_r131_BAG_L2,-5.658237018162458,smape,768.4580228328705,7043.517965078354,68.12604570388794,116.18159508705139,2,True,32
XGBoost_BAG_L2,-5.705704569600199,smape,701.4942824840546,6944.045367240906,1.1623053550720215,16.70899724960327,2,True,27
LightGBM_BAG_L2,-5.772474372831233,smape,706.5425989627838,6974.977867126465,6.2106218338012695,47.64149713516235,2,True,22
CatBoost_r9_BAG_L2,-5.774741346578542,smape,701.5589175224304,7260.265357255936,1.226940393447876,332.9289872646332,2,True,34
CatBoost_BAG_L2,-5.875838990583849,smape,700.5158088207245,7229.990491628647,0.18383169174194336,302.65412163734436,2,True,24
CatBoost_r177_BAG_L2,-5.890590660072926,smape,700.4632654190063,7095.544280767441,0.1312882900238037,168.2079107761383,2,True,30
WeightedEnsemble_L2,-5.897485930860861,smape,135.06252098083496,396.62555408477783,0.0020551681518554688,2.5102310180664062,2,True,20
LightGBM_r96_BAG_L2,-5.913398431986589,smape,800.412351846695,7028.198535919189,100.0803747177124,100.86216592788696,2,True,35
CatBoost_r137_BAG_L2,-6.070420067200155,smape,700.442122220993,6999.915117263794,0.11014509201049805,72.57874727249146,2,True,39
NeuralNetTorch_r22_BAG_L2,-6.23460858122745,smape,701.8697497844696,7105.960463285446,1.5377726554870605,178.62409329414368,2,True,36
RandomForestMSE_BAG_L1,-6.279278346351154,smape,6.076010227203369,36.10159516334534,6.076010227203369,36.10159516334534,1,True,5
ExtraTreesMSE_BAG_L1,-6.305740667044452,smape,5.801990985870361,13.253328800201416,5.801990985870361,13.253328800201416,1,True,7
NeuralNetTorch_r79_BAG_L2,-6.63119000646753,smape,701.8264026641846,7287.900545835495,1.4944255352020264,360.5641758441925,2,True,31
LightGBMLarge_BAG_L1,-7.281386610585791,smape,122.34679746627808,132.59327745437622,122.34679746627808,132.59327745437622,1,True,11
NeuralNetFastAI_BAG_L2,-7.385131716165438,smape,702.6704983711243,7118.048412799835,2.3385212421417236,190.71204280853271,2,True,26
XGBoost_r33_BAG_L1,-8.031710962274811,smape,18.735805988311768,37.93249225616455,18.735805988311768,37.93249225616455,1,True,19
CatBoost_r9_BAG_L1,-8.25643562957563,smape,4.315038204193115,678.2603983879089,4.315038204193115,678.2603983879089,1,True,16
