MolWt,MolLogP,TPSA,NumHBD,NumHBA,NumRotatableBonds,NumRings,NumAromaticRings,HeavyAtomCount,FractionCSP3,BertzCT,QED,Inhibition
-0.6353935559537923,-0.26504310783385343,-1.6087855324165663,0.7476427374797843,-2.0609969588656893,-0.9963511227368018,-1.0693744852590137,-1.1900556105615097,-1.621037296050551,0.7630253922075358,-1.8710057688467383,1.2940678782606794,12.5
-1.4692553096972623,0.02328577971462637,-2.0089410924440143,-1.0685240857911944,-2.0609969588656893,-2.0135793263933848,-0.1794643319320821,-0.2856779065136354,-2.015388047810461,-0.7279035065036595,-1.2410285522744564,0.2900415278500999,4.45
-0.9004222430384183,-0.4541720244251392,0.4709184136826958,-0.1604406741557051,0.1138529393472572,-0.48773702090851034,-1.0693744852590137,-1.1900556105615097,-1.0295111684106864,0.12405586418845214,-1.009083353201689,0.08093877303415786,4.92
1.4272992437274357,1.1392319662985035,0.25466077374675783,0.7476427374797843,0.6575654139004938,1.0381052845763643,1.600355974721781,1.5230775015821132,1.7309440939086824,-0.6427075694344483,1.6531065285214745,-1.3133885896432975,71.5
0.15562172130345875,0.6429468491948991,-0.23783837705625593,-0.1604406741557051,-0.9735720097592162,0.020877080919781233,-1.0693744852590137,-0.2856779065136354,-0.43798504077082157,-0.01793736426023326,-0.0035721743449545805,1.0712725603009368,18.3
-0.6836677444355084,-0.4692196116803286,-0.5535429609043412,-0.1604406741557051,-0.42985953520597947,-0.48773702090851034,-0.1794643319320821,-1.1900556105615097,-0.43798504077082157,0.6252084351838119,-1.073623344957204,0.10776935523093804,1.28
0.3638954199133974,-1.4955934305271552,0.9054068472036229,-1.0685240857911944,0.6575654139004938,2.5639475900612387,-1.9592846385859453,-1.1900556105615097,-0.24080966489086666,0.7630253922075358,-0.5198531285858955,-0.4889264790510383,8.18
-1.1866308062793987,-1.286567467280904,0.6165371529826251,-1.0685240857911944,1.2012778884537305,-0.48773702090851034,-0.1794643319320821,-1.1900556105615097,-1.0295111684106864,1.8279746055726755,-1.3996916215675765,-0.41184070820953683,13.2
1.634112769816846,1.1771718545438146,0.8252968090521712,0.7476427374797843,0.6575654139004938,0.020877080919781233,-0.1794643319320821,-0.2856779065136354,1.7309440939086824,0.6611606848421747,0.7987297994397059,0.15874819491679448,64.9
0.0677753825936773,-1.0713227855102332,0.5040673949867438,-1.0685240857911944,0.6575654139004938,-0.48773702090851034,-1.0693744852590137,-1.1900556105615097,-0.24080966489086666,0.7630253922075358,-0.3521814474825357,-1.2853658101768226,53.5
