MolWt,MolLogP,TPSA,NumHBD,NumHBA,NumRotatableBonds,NumRings,FractionCSP3,HeavyAtomCount,maccs_38,maccs_62,maccs_74,maccs_77,maccs_79,maccs_80,maccs_83,maccs_84,maccs_89,maccs_93,maccs_95,maccs_96,maccs_97,maccs_98,maccs_101,maccs_106,maccs_108,maccs_110,maccs_113,maccs_123,maccs_132,maccs_135,maccs_136,maccs_139,maccs_144,maccs_150,maccs_154,maccs_159,Inhibition
-0.6353935559537883,-0.26504310783385077,-1.6087855324165654,0.7476427374797842,-2.0609969588656796,-0.9963511227368076,-1.0693744852590068,0.7630253922075368,-1.6210372960505528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5
-1.4692553096972585,0.023285779714628894,-2.008941092444013,-1.0685240857911942,-2.0609969588656796,-2.0135793263933968,-0.17946433193208094,-0.727903506503659,-2.015388047810463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
-0.9004222430384143,-0.45417202442513643,0.47091841368269555,-0.16044067415570507,0.11385293934725664,-0.4877370209085131,-1.0693744852590068,0.12405586418845296,-1.0295111684106875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.92
1.42729924372744,1.1392319662985055,0.25466077374675766,0.7476427374797842,0.6575654139004907,1.0381052845763703,1.6003559747217706,-0.6427075694344477,1.7309440939086842,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,71.5
0.15562172130346297,0.6429468491949013,-0.2378383770562558,-0.16044067415570507,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.017937364260232486,-0.43798504077082206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.3
-0.6836677444355043,-0.4692196116803259,-0.5535429609043409,-0.16044067415570507,-0.4298595352059774,-0.4877370209085131,-0.17946433193208094,0.6252084351838129,-0.43798504077082206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.28
0.3638954199134017,-1.495593430527152,0.9054068472036223,-1.0685240857911942,0.6575654139004907,2.5639475900612534,-1.9592846385859326,0.7630253922075368,-0.24080966489086691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.18
-1.1866308062793947,-1.2865674672809009,0.6165371529826247,-1.0685240857911942,1.2012778884537247,-0.4877370209085131,-0.17946433193208094,1.8279746055726767,-1.0295111684106875,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13.2
1.6341127698168505,1.1771718545438166,0.8252968090521707,0.7476427374797842,0.6575654139004907,0.02087708091978135,-0.17946433193208094,0.6611606848421757,1.7309440939086842,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,64.9
0.0677753825936815,-1.07132278551023,0.5040673949867435,-1.0685240857911942,0.6575654139004907,-0.4877370209085131,-1.0693744852590068,0.7630253922075368,-0.24080966489086691,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,53.5
1.6528442758882764,1.343337154565571,-0.02947335171651959,-0.16044067415570507,0.11385293934725664,1.5467193864046649,-0.17946433193208094,-0.5933836058680624,1.3365933421487741,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,91.8
0.1423769240970519,0.9925215563393829,0.5364271148311726,0.7476427374797842,0.11385293934725664,0.5294911827480758,0.7104458213948449,-1.34557405025544,0.5478918386289535,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,71.0
-1.2097870775645447,0.2994910187636675,-1.649432497587006,-1.0685240857911942,-1.5172844843124456,-0.4877370209085131,-1.0693744852590068,-0.85897417891783,-1.2266865442906425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,21.4
0.6601776986242904,0.7597617682659903,0.291756062348907,0.7476427374797842,0.11385293934725664,2.055333488232959,-0.17946433193208094,-0.1537569740807139,0.9422425903888638,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,85.4
-0.3293620445553317,-0.5301231164951666,-0.5535429609043409,-0.16044067415570507,-0.4298595352059774,0.5294911827480758,-0.17946433193208094,-0.10014397020420819,-0.0436342890109118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.3
0.665885645749993,1.2462338616429882,0.2471627898803652,0.7476427374797842,-0.4298595352059774,0.5294911827480758,-0.17946433193208094,-0.940893349176687,0.7450672145089087,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.2
-0.8597439015069217,-0.37479778454349966,-1.1308877186165263,0.7476427374797842,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,0.606832840913983,-0.8323357925307323,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.62
-0.45650029836296935,0.0061700406565946145,-0.8432019165849591,-1.0685240857911942,-0.4298595352059774,0.02087708091978135,-0.17946433193208094,-0.408418742494117,-0.43798504077082206,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.89
1.3692315749060118,0.650934194088652,0.8773880653871045,-1.0685240857911942,1.7449903630069588,0.5294911827480758,0.7104458213948449,0.6514592841407125,1.3365933421487741,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,31.2
-1.1864095680187088,-0.12034379721404763,-0.9114730328421075,-0.16044067415570507,-1.5172844843124456,-0.9963511227368076,-1.0693744852590068,-0.7989001207280017,-1.2266865442906425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0
-0.7577530633306075,-0.8233014634434229,-0.07761830075335252,-1.0685240857911942,0.11385293934725664,1.0381052845763703,-1.9592846385859326,1.2316030460881982,-0.6351604166507772,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.1
-0.7147000978010835,-0.6123499795531426,2.0087943677526803,2.5638095607507627,0.6575654139004907,0.02087708091978135,-1.0693744852590068,-1.5798628771957708,-0.43798504077082206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.4
1.0293801080573326,-0.4024682293539895,1.0127464057119713,-1.0685240857911942,1.2012778884537247,1.0381052845763703,-0.17946433193208094,0.5287365652672061,0.9422425903888638,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.98
1.6408089145069495,0.9842774753597638,0.1946769028156211,-1.0685240857911942,0.6575654139004907,1.0381052845763703,-0.17946433193208094,0.5677847030905945,1.5337687180287292,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.99
1.2060757322586708,1.0325438595034218,-0.14667867847012114,0.7476427374797842,0.11385293934725664,1.0381052845763703,0.7104458213948449,0.4574312701114532,1.3365933421487741,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90.5
0.176182130329894,1.325936153189903,-0.4367322648805494,0.7476427374797842,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.017937364260232486,-0.43798504077082206,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,40.2
-1.4074413396615488,-1.5468693321218485,-0.19048268947904293,-1.0685240857911942,0.11385293934725664,-0.4877370209085131,-1.9592846385859326,1.1535067704414217,-1.2266865442906425,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
-0.0780648788506264,1.3600250001471568,-0.4023993913870702,0.7476427374797842,-0.4298595352059774,0.5294911827480758,0.7104458213948449,-0.9104662287948259,0.3507164627489984,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2
-0.6955113659909051,-0.00602492342225565,-0.7765093232470507,0.7476427374797842,-1.5172844843124456,-0.9963511227368076,-1.0693744852590068,-0.727903506503659,-1.6210372960505528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.8
-0.8901272893078193,-0.12288263184098965,-0.07643440856392215,0.7476427374797842,-0.4298595352059774,0.02087708091978135,-1.0693744852590068,-0.5757679045943533,-0.8323357925307323,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.4
-0.8707763161064715,0.3211139024403187,-1.819123711405352,-1.0685240857911942,-1.5172844843124456,-0.9963511227368076,-1.0693744852590068,-0.408418742494117,-1.0295111684106875,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,72.4
0.25147688505008137,-0.6761774231237312,1.757809223593453,0.7476427374797842,1.7449903630069588,0.02087708091978135,-0.17946433193208094,-0.017937364260232486,0.15354108686904333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0
-0.34322630889166356,0.9871158354202209,-0.4367322648805494,0.7476427374797842,-0.9735720097592114,0.02087708091978135,-0.17946433193208094,0.7630253922075368,-0.0436342890109118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,57.4
-1.0677078665519013,-0.39255536381621065,-0.687322778309967,-1.0685240857911942,-0.4298595352059774,0.5294911827480758,-1.0693744852590068,0.606832840913983,-0.8323357925307323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.92
0.7487319997682659,0.6160894019896684,1.0936457053230435,0.7476427374797842,0.6575654139004907,0.5294911827480758,-1.0693744852590068,0.337045706861481,0.9422425903888638,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,88.8
0.13138875714963988,0.6171306094490326,-0.9710622730434334,-1.0685240857911942,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.24106958039388082,-0.8323357925307323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.21
-1.0531356397813736,-0.5379107777665723,0.32727282803181684,-1.0685240857911942,0.11385293934725664,1.5467193864046649,-1.9592846385859326,0.7630253922075368,-0.8323357925307323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.5529035789276533,2.324011950127448,-0.5338114244138356,-1.0685240857911942,-0.4298595352059774,0.5294911827480758,0.7104458213948449,0.7630253922075368,1.5337687180287292,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,60.9
-1.008475009557529,0.10572658951083011,-0.9114730328421075,-0.16044067415570507,-1.5172844843124456,-0.9963511227368076,-0.17946433193208094,-1.5798628771957708,-0.8323357925307323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,61.6
1.6700566125696583,1.0934473643182625,0.9077746315824831,0.7476427374797842,1.2012778884537247,1.0381052845763703,1.6003559747217706,-0.7989001207280017,1.7309440939086842,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,42.1
-1.2690199345589153,-0.28137437551839295,-0.817156288417492,0.7476427374797842,-1.5172844843124456,0.02087708091978135,-1.9592846385859326,0.12405586418845296,-1.4238619201705978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,33.6
-0.7606881575890438,-0.7599019133492853,-0.4225255586073853,0.7476427374797842,-0.9735720097592114,-0.4877370209085131,-1.0693744852590068,-0.408418742494117,-1.4238619201705978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.2802495464580463,0.6538866590761621,0.9282954295326079,0.7476427374797842,1.2012778884537247,0.5294911827480758,0.7104458213948449,0.1773033248567099,1.5337687180287292,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,25.3
-1.3934295831514263,-0.4823416782914858,-0.917787124519069,-0.16044067415570507,-0.9735720097592114,0.5294911827480758,-2.849194791912858,1.7001806999688598,-1.4238619201705978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.76
-1.1949051172290572,0.23359542339023345,-0.9611965047981808,-1.0685240857911942,-0.9735720097592114,0.5294911827480758,-1.0693744852590068,-0.13808548063988912,-1.2266865442906425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,39.0
-1.4659514850043442,-0.4307805143791555,-1.040122650760202,-1.0685240857911942,-1.5172844843124456,-0.9963511227368076,-0.17946433193208094,0.22235886849908132,-1.4238619201705978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5
-0.535600351166959,0.20984733544720965,-1.314391007978226,-0.16044067415570507,-0.9735720097592114,1.0381052845763703,-0.17946433193208094,0.14647584762771892,-0.24080966489086691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,31.0
0.4305176348146918,1.1008071321132176,-0.7765093232470509,-1.0685240857911942,-0.4298595352059774,-0.4877370209085131,-0.17946433193208094,1.2316030460881982,0.3507164627489984,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
-0.7955258090384228,0.06416386983156941,0.14613732304897786,-0.16044067415570507,0.11385293934725664,1.0381052845763703,-1.0693744852590068,0.9432475667770219,-0.8323357925307323,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3974320785348073,0.7456412835431114,-0.10405855965062971,0.7476427374797842,0.11385293934725664,0.5294911827480758,0.7104458213948449,-0.1537569740807139,1.5337687180287292,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,71.7
-0.44797525071786437,-0.6325322885257423,-0.24730951457169872,-1.0685240857911942,0.11385293934725664,-0.9963511227368076,0.7104458213948449,-0.017937364260232486,-0.43798504077082206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,14.2
0.45811342053094106,0.9170126208616856,-0.3424155204559342,-1.0685240857911942,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.017937364260232486,-0.0436342890109118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,21.3
0.973023348451881,0.937622823310736,-0.19837530407524517,-0.16044067415570507,0.11385293934725664,0.02087708091978135,0.7104458213948449,-1.3042289631483228,0.15354108686904333,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,32.6
0.3500901524465864,1.1915918647002117,-1.1178649045327929,-0.16044067415570507,-0.9735720097592114,0.5294911827480758,-1.0693744852590068,-0.017937364260232486,0.5478918386289535,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,45.7
0.2464031542716783,0.8620568353695116,0.29175606234890644,0.7476427374797842,0.11385293934725664,0.5294911827480758,-0.17946433193208094,-0.46420179652752913,0.5478918386289535,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,54.0
-0.43629387055363616,0.09531451491719241,-0.8605656686966037,-0.16044067415570507,-0.9735720097592114,-1.5049652245651022,-1.9592846385859326,0.2944477383268754,-1.8182126719305078,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,63.7
-0.8601273811587778,1.1908644457902449,-2.0428793352076826,-0.16044067415570507,-2.0609969588656796,1.0381052845763703,-0.17946433193208094,-0.6427075694344477,-0.43798504077082206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
