MolWt,MolLogP,TPSA,NumHBD,NumHBA,NumRotatableBonds,NumRings,FractionCSP3,HeavyAtomCount,NumAliphaticRings,NumAromaticRings,MolMR,BalabanJ,fp_2031,fp_2032,fp_2033,fp_2034,fp_2035,fp_2036,fp_2037,fp_2038,fp_2039,fp_2040,fp_2041,fp_2042,fp_2043,fp_2044,fp_2045,fp_2046,fp_2047,Inhibition
-0.6353935559537883,-0.26504310783385077,-1.6087855324165654,0.7476427374797842,-2.0609969588656796,-0.9963511227368076,-1.0693744852590068,0.7630253922075368,-1.6210372960505528,0.11111874012845596,-1.1900556105615054,-1.0425340708615782,-3.2758626086853706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
-1.4692553096972585,0.023285779714628894,-2.008941092444013,-1.0685240857911942,-2.0609969588656796,-2.0135793263933968,-0.17946433193208094,-0.727903506503659,-2.015388047810463,0.11111874012845596,-0.2856779065136344,-1.7386384277170852,1.1382064053425556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
-0.9004222430384143,-0.45417202442513643,0.47091841368269555,-0.16044067415570507,0.11385293934725664,-0.4877370209085131,-1.0693744852590068,0.12405586418845296,-1.0295111684106875,0.11111874012845596,-1.1900556105615054,-1.3699976827537779,0.9794655366180524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92
1.42729924372744,1.1392319662985055,0.25466077374675766,0.7476427374797842,0.6575654139004907,1.0381052845763703,1.6003559747217706,-0.6427075694344477,1.7309440939086842,0.11111874012845596,1.5230775015821076,1.5925859680840748,-1.0967073594135424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5
0.15562172130346297,0.6429468491949013,-0.2378383770562558,-0.16044067415570507,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.017937364260232486,-0.43798504077082206,-0.8617489794337028,-0.2856779065136344,-0.08595561250631409,1.838760125036188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3
-0.6836677444355043,-0.4692196116803259,-0.5535429609043409,-0.16044067415570507,-0.4298595352059774,-0.4877370209085131,-0.17946433193208094,0.6252084351838129,-0.43798504077082206,1.0839864596906146,-1.1900556105615054,-0.5858024032147899,-0.21318074267042358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
0.3638954199134017,-1.495593430527152,0.9054068472036223,-1.0685240857911942,0.6575654139004907,2.5639475900612534,-1.9592846385859326,0.7630253922075368,-0.24080966489086691,-0.8617489794337028,-1.1900556105615054,-0.8168252419321832,1.411166976716846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18
-1.1866308062793947,-1.2865674672809009,0.6165371529826247,-1.0685240857911942,1.2012778884537247,-0.4877370209085131,-0.17946433193208094,1.8279746055726767,-1.0295111684106875,1.0839864596906146,-1.1900556105615054,-1.5222432900456055,-0.4144712755350947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2
1.6341127698168505,1.1771718545438166,0.8252968090521707,0.7476427374797842,0.6575654139004907,0.02087708091978135,-0.17946433193208094,0.6611606848421757,1.7309440939086842,0.11111874012845596,-0.2856779065136344,1.3745878652874093,-0.21559999757644668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9
0.0677753825936815,-1.07132278551023,0.5040673949867435,-1.0685240857911942,0.6575654139004907,-0.4877370209085131,-1.0693744852590068,0.7630253922075368,-0.24080966489086691,0.11111874012845596,-1.1900556105615054,-1.0042484600902435,1.476771034739808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5
1.6528442758882764,1.343337154565571,-0.02947335171651959,-0.16044067415570507,0.11385293934725664,1.5467193864046649,-0.17946433193208094,-0.5933836058680624,1.3365933421487741,0.11111874012845596,-0.2856779065136344,0.5084351952159742,-0.34455702852927816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
0.1423769240970519,0.9925215563393829,0.5364271148311726,0.7476427374797842,0.11385293934725664,0.5294911827480758,0.7104458213948449,-1.34557405025544,0.5478918386289535,-0.8617489794337028,1.5230775015821076,0.34461834449635326,-0.5673004215464004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
-1.2097870775645447,0.2994910187636675,-1.649432497587006,-1.0685240857911942,-1.5172844843124456,-0.4877370209085131,-1.0693744852590068,-0.85897417891783,-1.2266865442906425,-0.8617489794337028,-0.2856779065136344,-1.2445282935498716,1.4264079177650266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4
0.6601776986242904,0.7597617682659903,0.291756062348907,0.7476427374797842,0.11385293934725664,2.055333488232959,-0.17946433193208094,-0.1537569740807139,0.9422425903888638,-0.8617489794337028,0.6186997975342367,1.201792348175264,0.07631329413234626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4
-0.3293620445553317,-0.5301231164951666,-0.5535429609043409,-0.16044067415570507,-0.4298595352059774,0.5294911827480758,-0.17946433193208094,-0.10014397020420819,-0.0436342890109118,0.11111874012845596,-0.2856779065136344,-0.14542510322786206,-0.2618245920032414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3
0.665885645749993,1.2462338616429882,0.2471627898803652,0.7476427374797842,-0.4298595352059774,0.5294911827480758,-0.17946433193208094,-0.940893349176687,0.7450672145089087,-0.8617489794337028,0.6186997975342367,0.8429343292814214,0.4344055334993108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2
-0.8597439015069217,-0.37479778454349966,-1.1308877186165263,0.7476427374797842,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,0.606832840913983,-0.8323357925307323,0.11111874012845596,-1.1900556105615054,-0.34445049018590546,0.1708879719645759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62
-0.45650029836296935,0.0061700406565946145,-0.8432019165849591,-1.0685240857911942,-0.4298595352059774,0.02087708091978135,-0.17946433193208094,-0.408418742494117,-0.43798504077082206,0.11111874012845596,-0.2856779065136344,-0.5156172710293735,-0.042795045232362605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89
1.3692315749060118,0.650934194088652,0.8773880653871045,-1.0685240857911942,1.7449903630069588,0.5294911827480758,0.7104458213948449,0.6514592841407125,1.3365933421487741,0.11111874012845596,0.6186997975342367,1.1858709357260637,-1.046551377218414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2
-1.1864095680187088,-0.12034379721404763,-0.9114730328421075,-0.16044067415570507,-1.5172844843124456,-0.9963511227368076,-1.0693744852590068,-0.7989001207280017,-1.2266865442906425,-0.8617489794337028,-0.2856779065136344,-1.345463554149638,1.9376248684708683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
-0.7577530633306075,-0.8233014634434229,-0.07761830075335252,-1.0685240857911942,0.11385293934725664,1.0381052845763703,-1.9592846385859326,1.2316030460881982,-0.6351604166507772,0.11111874012845596,-2.0944333146093763,-0.8763875087703017,1.540047562613516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1
-0.7147000978010835,-0.6123499795531426,2.0087943677526803,2.5638095607507627,0.6575654139004907,0.02087708091978135,-1.0693744852590068,-1.5798628771957708,-0.43798504077082206,-0.8617489794337028,-0.2856779065136344,-0.8222887243524335,0.7432617764393578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
1.0293801080573326,-0.4024682293539895,1.0127464057119713,-1.0685240857911942,1.2012778884537247,1.0381052845763703,-0.17946433193208094,0.5287365652672061,0.9422425903888638,0.11111874012845596,-0.2856779065136344,0.8414550656449953,-0.06911346298532833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98
1.6408089145069495,0.9842774753597638,0.1946769028156211,-1.0685240857911942,0.6575654139004907,1.0381052845763703,-0.17946433193208094,0.5677847030905945,1.5337687180287292,0.11111874012845596,-0.2856779065136344,1.476337494021514,0.13431672558437066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99
1.2060757322586708,1.0325438595034218,-0.14667867847012114,0.7476427374797842,0.11385293934725664,1.0381052845763703,0.7104458213948449,0.4574312701114532,1.3365933421487741,1.0839864596906146,-0.2856779065136344,1.0380167312852282,-0.17994940858391859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5
0.176182130329894,1.325936153189903,-0.4367322648805494,0.7476427374797842,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.017937364260232486,-0.43798504077082206,-0.8617489794337028,-0.2856779065136344,0.028689896431059757,1.6744215313780775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2
-1.4074413396615488,-1.5468693321218485,-0.19048268947904293,-1.0685240857911942,0.11385293934725664,-0.4877370209085131,-1.9592846385859326,1.1535067704414217,-1.2266865442906425,0.11111874012845596,-2.0944333146093763,-1.3577924691960868,2.193759779521638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0780648788506264,1.3600250001471568,-0.4023993913870702,0.7476427374797842,-0.4298595352059774,0.5294911827480758,0.7104458213948449,-0.9104662287948259,0.3507164627489984,-0.8617489794337028,1.5230775015821076,0.6175862963609104,-0.3400052827962436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2
-0.6955113659909051,-0.00602492342225565,-0.7765093232470507,0.7476427374797842,-1.5172844843124456,-0.9963511227368076,-1.0693744852590068,-0.727903506503659,-1.6210372960505528,-0.8617489794337028,-0.2856779065136344,-1.3126105004263615,1.7068807535050396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8
-0.8901272893078193,-0.12288263184098965,-0.07643440856392215,0.7476427374797842,-0.4298595352059774,0.02087708091978135,-1.0693744852590068,-0.5757679045943533,-0.8323357925307323,-0.8617489794337028,-0.2856779065136344,-0.6426226203853888,0.09968031850427309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4
-0.8707763161064715,0.3211139024403187,-1.819123711405352,-1.0685240857911942,-1.5172844843124456,-0.9963511227368076,-1.0693744852590068,-0.408418742494117,-1.0295111684106875,-0.8617489794337028,-0.2856779065136344,-1.3559369468646827,1.582173775378504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4
0.25147688505008137,-0.6761774231237312,1.757809223593453,0.7476427374797842,1.7449903630069588,0.02087708091978135,-0.17946433193208094,-0.017937364260232486,0.15354108686904333,0.11111874012845596,-0.2856779065136344,-0.0062866995159343506,0.5812463695469245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
-0.34322630889166356,0.9871158354202209,-0.4367322648805494,0.7476427374797842,-0.9735720097592114,0.02087708091978135,-0.17946433193208094,0.7630253922075368,-0.0436342890109118,0.11111874012845596,-0.2856779065136344,0.3411907824119532,0.5194025159617182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4
-1.0677078665519013,-0.39255536381621065,-0.687322778309967,-1.0685240857911942,-0.4298595352059774,0.5294911827480758,-1.0693744852590068,0.606832840913983,-0.8323357925307323,0.11111874012845596,-1.1900556105615054,-1.000346708965592,-0.0996561417667897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92
0.7487319997682659,0.6160894019896684,1.0936457053230435,0.7476427374797842,0.6575654139004907,0.5294911827480758,-1.0693744852590068,0.337045706861481,0.9422425903888638,-0.8617489794337028,-0.2856779065136344,0.9339270827220716,1.792506956241429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8
0.13138875714963988,0.6171306094490326,-0.9710622730434334,-1.0685240857911942,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.24106958039388082,-0.8323357925307323,-0.8617489794337028,-0.2856779065136344,-0.568628513191892,1.3463756244113323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21
