MolWt,MolLogP,TPSA,NumHBD,NumHBA,NumRotatableBonds,NumRings,NumAromaticRings,HeavyAtomCount,FractionCSP3,BertzCT,QED,similarity_ketoconazole,similarity_bergapten,similarity_quercetin,similarity_piperine,max_inhibitor_similarity,Inhibition
-0.6353935559537883,-0.26504310783385077,-1.6087855324165654,0.7476427374797842,-2.0609969588656796,-0.9963511227368076,-1.0693744852590068,-1.1900556105615054,-1.6210372960505528,0.7630253922075368,-1.8710057688467354,1.2940678782606698,-1.3574986726238192,-0.2514517453603534,0.004437042219647991,-0.6080125345238555,-1.0342225026600305,12.5
-1.4692553096972585,0.023285779714628894,-2.008941092444013,-1.0685240857911942,-2.0609969588656796,-2.0135793263933968,-0.17946433193208094,-0.2856779065136344,-2.015388047810463,-0.727903506503659,-1.2410285522744535,0.29004152785009035,-0.4965995940931853,-0.20892785071210798,0.6894687979232055,-1.4186351699791997,-0.7553639146291506,4.45
-0.9004222430384143,-0.45417202442513643,0.47091841368269555,-0.16044067415570507,0.11385293934725664,-0.4877370209085131,-1.0693744852590068,-1.1900556105615054,-1.0295111684106875,0.12405586418845296,-1.009083353201686,0.0809387730341483,0.21052830545395504,-0.28572473507685003,0.5341574119958926,1.3207715871187946,0.6976360966896434,4.92
1.42729924372744,1.1392319662985055,0.25466077374675766,0.7476427374797842,0.6575654139004907,1.0381052845763703,1.6003559747217706,1.5230775015821076,1.7309440939086842,-0.6427075694344477,1.6531065285214768,-1.313388589643307,-1.0041699268969608,-0.1421045876934363,0.24478777716289948,-0.1692734792516332,-0.7192231845161651,71.5
0.15562172130346297,0.6429468491949013,-0.2378383770562558,-0.16044067415570507,-0.9735720097592114,0.02087708091978135,-1.0693744852590068,-0.2856779065136344,-0.43798504077082206,-0.017937364260232486,-0.003572174344951988,1.0712725603009272,-0.03004504575840141,-0.1421045876934363,1.893317818029648,0.7019463414653553,0.14096726118439099,18.3
-0.6836677444355043,-0.4692196116803259,-0.5535429609043409,-0.16044067415570507,-0.4298595352059774,-0.4877370209085131,-0.17946433193208094,-1.1900556105615054,-0.43798504077082206,0.6252084351838129,-1.0736233449572012,0.10776935523092848,-0.3889331598620812,-0.10330398336001398,0.7860961487907869,-0.46802013859817937,-0.6834195880796062,1.28
0.3638954199134017,-1.495593430527152,0.9054068472036223,-1.0685240857911942,0.6575654139004907,2.5639475900612534,-1.9592846385859326,-1.1900556105615054,-0.24080966489086691,0.7630253922075368,-0.5198531285858927,-0.48892647905104786,-1.0566319767991597,0.5542641532379843,-0.17071733952037274,-0.32889189326463675,-0.20952793154113825,8.18
-1.1866308062793947,-1.2865674672809009,0.6165371529826247,-1.0685240857911942,1.2012778884537247,-0.4877370209085131,-0.17946433193208094,-1.1900556105615054,-1.0295111684106875,1.8279746055726767,-1.3996916215675737,-0.41184070820954644,-0.5432936390464594,-0.6904484224643007,-0.49558137862602,-1.33439878165628,-1.1605869933959898,13.2
1.6341127698168505,1.1771718545438166,0.8252968090521707,0.7476427374797842,0.6575654139004907,0.02087708091978135,-0.17946433193208094,-0.2856779065136344,1.7309440939086842,0.6611606848421757,0.7987297994397082,0.15874819491678493,0.7260590392949817,-0.699508391410161,-0.4742519215130232,1.3046925603707769,0.6823468153149674,64.9
0.0677753825936815,-1.07132278551023,0.5040673949867435,-1.0685240857911942,0.6575654139004907,-0.4877370209085131,-1.0693744852590068,-1.1900556105615054,-0.24080966489086691,0.7630253922075368,-0.35218144748253305,-1.2853658101768322,-0.5432936390464594,-0.28572473507685003,-1.471123390794148,-0.2533651315121422,-0.7991845498911461,53.5
